country,year,lifeExp,pop,gdpPercap
Zimbabwe,1952,48.451,3080907,406.8841148
Zimbabwe,1957,50.469,3646340,518.7642681
Zimbabwe,1962,52.358,4277736,527.2721818
Zimbabwe,1967,53.995,4995432,569.7950712
Zimbabwe,1972,55.635,5861135,799.3621758
Zimbabwe,1977,57.674,6642107,685.5876821
Zimbabwe,1982,60.363,7636524,788.8550411
Zimbabwe,1987,62.351,9216418,706.1573059
Zimbabwe,1992,60.377,10704340,693.4207856
Zimbabwe,1997,46.809,11404948,792.4499603
Zimbabwe,2002,39.989,11926563,672.0386227
Zimbabwe,2007,43.487,12311143,469.7092981
